# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "data/genome/Saccharomyces_cerevisiae.R64-1-1.109.gtf" "-o" "results/counts/count_matrix.txt" "-T" "4" "-p" "-g" "gene_id" "-t" "exon" "-s" "0" "results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam
YML053C	XIII	169116	169754	-	639	2	31	242	360	460	25	50
YMR151W	XIII	562506	562943	+	438	0	11	41	87	79	6	26
YML009C	XIII	251304	251516	-	213	120	122	394	721	1002	95	231
YMR070W	XIII	409154	410626	+	1473	10	56	292	379	565	50	147
YMR219W	XIII	707133	712109	+	4977	70	164	852	1165	1575	132	432
YML037C	XIII	204386	205408	-	1023	24	31	219	275	396	40	81
YMR280C	XIII	827028	831329	-	4302	46	122	845	828	1122	116	345
YMR170C	XIII	601562	603082	-	1521	79	84	735	701	1111	92	213
YMR123W	XIII	513593	513961	+	369	74	201	1733	2163	3006	289	835
YML012C-A	XIII	245537	245914	-	378	0	0	5	5	6	2	2
YMR019W	XIII	312156	315005	+	2850	58	170	1302	1277	1904	156	398
YMR206W	XIII	675896	676837	+	942	2	0	24	38	63	2	21
YMR165C	XIII	590040	592628	-	2589	140	85	743	1161	1515	173	459
YMR010W	XIII	285100	286317	+	1218	74	356	2531	2629	3710	349	924
YMR184W	XIII	628189	628785	+	597	96	100	1120	764	965	54	214
YML126C	XIII	19060	20535	-	1476	1568	1569	14029	20650	29871	2921	7280
YMR244W	XIII	757250	758317	+	1068	36	36	227	182	288	14	77
YMR279C	XIII	824729	826351	-	1623	24	54	571	712	1108	102	257
YMR316C-B	XIII	907321	907629	-	309	0	0	1	5	11	0	0
YMR107W	XIII	483014	483361	+	348	8	12	87	26	49	2	6
YML054C-A	XIII	167623	167781	-	159	2	0	21	77	122	17	40
YMR043W	XIII	353871	354731	+	861	100	44	747	923	1398	81	244
tA(AGC)M1	XIII	321147	321219	-	73	0	0	2	0	0	0	2
YMR270C	XIII	805326	806423	-	1098	46	64	527	853	1169	110	253
YMR175W	XIII	611016	611255	+	240	6	10	53	35	71	0	5
YML009W-B	XIII	250435	250911	+	477	0	0	0	0	0	0	0
YMR035W	XIII	341142	341675	+	534	22	108	429	389	683	62	163
YMR108W	XIII	484084	486147	+	2064	2016	2047	15179	19370	28825	2620	6842
YML002W	XIII	264541	266754	+	2214	54	174	945	1835	2478	201	542
YML111W	XIII	46942	49704	+	2763	74	218	1257	1619	2336	193	462
YMR278W	XIII	822763	824631	+	1869	150	234	1623	1602	2280	208	553
YMR185W	XIII	629025	631970	+	2946	50	170	910	1169	1547	108	386
YMR304C-A	XIII	878780	879130	-	351	0	64	234	515	591	27	130
YML084W	XIII	99489	99797	+	309	0	0	9	12	14	0	0
YMR258C	XIII	782620	784281	-	1662	68	130	841	977	1478	193	422
YMR023C	XIII	319437	321017	-	1581	10	34	368	319	497	46	88
YMR291W	XIII	852630	854390	+	1761	52	146	1261	1074	1553	131	349
YMR041C	XIII	350966	351973	-	1008	106	156	599	564	746	52	172
YMR029C	XIII	328660	330231	-	1572	58	80	685	905	1144	50	269
YMR092C	XIII	451632	453479	-	1848	630	724	5724	4730	7084	631	1772
YMR138W	XIII	545155	545730	+	576	26	60	217	241	329	32	74
YMR122W-A	XIII	511315	511569	+	255	212	1405	14076	12759	19398	1170	3550
YMR053C	XIII	380346	382898	-	2553	32	47	330	279	423	34	142
YMR220W	XIII	712316	713671	+	1356	132	322	1952	3209	4546	433	1012
YMR087W	XIII	442527	443381	+	855	18	32	388	470	695	75	161
YML031W	XIII	214189	216156	+	1968	290	320	2900	3614	4936	417	1187
YML118W	XIII	32334	33851	+	1518	26	40	260	177	274	20	69
YML120C	XIII	28266	29807	-	1542	126	266	2104	1211	1807	140	360
YMR078C	XIII	422503	424728	-	2226	34	94	826	1073	1381	93	272
tL(CAA)M	XIII;XIII	504895;504965	504932;505008	+;+	82	0	0	8	13	17	1	6
YMR042W	XIII	352603	353136	+	534	66	113	859	677	1153	91	297
YMR251W	XIII	772915	774015	+	1101	4	14	118	67	124	8	17
YMR223W	XIII	716715	718130	+	1416	10	78	700	966	1389	134	339
YML007C-A	XIII	253162	253272	-	111	4	1	41	41	73	5	10
YMR256C	XIII	778945	779127	-	183	2	127	715	598	937	72	183
YMR214W	XIII	695350	696483	+	1134	414	136	1896	1994	3051	196	628
tP(UGG)M	XIII;XIII	196068;196135	196103;196170	-;-	72	6	8	31	58	80	20	55
YMR055C	XIII	386101	387021	-	921	50	32	495	485	759	97	251
YML117W	XIII	34243	37647	+	3405	130	427	2582	2482	3369	328	826
YMR271C	XIII	806865	807548	-	684	40	54	257	241	350	29	79
snR24	XIII	499984	500072	-	89	6	53	227	271	419	25	89
YMR226C	XIII	721593	722396	-	804	400	604	3585	4548	6165	547	1248
YML110C	XIII	50031	50954	-	924	700	520	2850	2820	3981	401	946
YML047W-A	XIII	179893	180258	+	366	0	0	1	1	2	0	0
YML007W	XIII	253848	255800	+	1953	442	469	2632	2996	4126	362	804
YMR190C	XIII	640915	645258	-	4344	112	239	1553	1674	2321	180	410
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	25	96	439	842	1105	65	207
YMR264W	XIII	795805	796416	+	612	392	147	1483	1800	2620	261	652
YMR037C	XIII	344403	346517	-	2115	50	152	1846	2272	3078	227	661
YML024W	XIII;XIII	225889;226290	225891;226697	+;+	411	2858	1732	10888	17964	25611	3008	7968
YML083C	XIII	99794	101050	-	1257	24	47	134	269	456	16	80
YMR182W-A	XIII	625811	625897	+	87	2	5	28	51	52	4	5
YMR030W	XIII	330793	331923	+	1131	8	20	219	280	293	22	71
YMR187C	XIII	634689	635984	-	1296	22	72	446	571	712	93	199
YMR238W	XIII	746353	747729	+	1377	170	370	2522	1952	3119	309	959
YML061C	XIII	148953	151532	-	2580	96	208	732	902	1469	115	250
YMR130W	XIII	532119	533027	+	909	34	38	373	821	1167	133	294
YMR005W	XIII	276045	277211	+	1167	76	167	1209	1357	1736	118	366
YMR054W	XIII	383303	385975	+	2673	596	602	4382	3987	5879	687	1783
YMR209C	XIII	685911	687284	-	1374	44	82	654	1126	1429	184	450
YML102W	XIII	68294	69700	+	1407	238	99	832	983	1450	115	354
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	298	435	2321	3912	5851	531	1533
YMR252C	XIII	775315	775719	-	405	26	53	382	403	564	52	117
YMR164C	XIII	587274	589550	-	2277	24	68	640	566	839	48	162
YMR074C	XIII	413036	413473	-	438	136	172	1511	1665	2674	186	554
YML065W	XIII	142210	144954	+	2745	54	68	424	808	1011	100	239
YMR243C	XIII	754838	756166	-	1329	420	1271	8595	13008	19136	1881	4945
snR85	XIII	67768	67938	-	171	160	398	3943	2544	4168	304	811
YMR145C	XIII	554793	556475	-	1683	2642	1658	11037	11913	16611	1444	3646
YML071C	XIII	129749	131572	-	1824	44	42	480	725	889	48	183
YMR015C	XIII	300869	302485	-	1617	962	808	6078	9395	13449	1336	3149
YML070W	XIII	133475	135229	+	1755	869	696	6074	5908	8430	737	1776
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	144	390	2854	3480	4718	503	1271
YMR325W	XIII	922641	923015	+	375	0	0	0	4	1	4	0
YMR141W-A	XIII	550911	551135	+	225	4	37	191	326	428	34	57
YML072C	XIII	124730	129367	-	4638	1857	1203	8874	12785	18452	2154	6135
YML105C	XIII	57866	58687	-	822	76	161	900	1244	1653	130	381
YMR119W-A	XIII	506996	507370	+	375	0	12	33	34	64	5	8
YMR069W	XIII	407709	408566	+	858	12	4	185	264	400	42	131
YMR293C	XIII	855399	856793	-	1395	34	64	414	469	751	77	222
YML124C	XIII;XIII	22048;23659	23360;23683	-;-	1338	830	449	3655	3523	5040	404	1310
YMR090W	XIII	449245	449928	+	684	24	22	275	258	339	22	94
YML029W	XIII	217362	219878	+	2517	124	346	2233	2664	4213	360	1087
YMR171C	XIII	603868	605520	-	1653	78	244	1629	1753	2588	285	542
YMR102C	XIII	469848	472352	-	2505	96	152	948	1011	1468	163	326
YMR188C	XIII	636291	637004	-	714	32	46	398	619	797	71	149
YMR269W	XIII	804456	805091	+	636	24	18	130	186	247	18	64
YMR128W	XIII	523696	527499	+	3804	372	238	2660	3291	4541	321	1058
YMR039C	XIII	348644	349522	-	879	36	120	761	1071	1574	99	264
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	302	816	6454	11128	16482	1500	3763
YMR267W	XIII	801772	802704	+	933	24	44	276	858	1159	127	299
YMR247C	XIII	763351	768039	-	4689	294	640	3722	5326	7280	824	1960
YMR152W	XIII	563096	564193	+	1098	108	238	1960	1736	2332	173	424
YMR251W-A	XIII	774752	774931	+	180	1126	385	2639	1720	2590	205	492
YMR146C	XIII	557481	558524	-	1044	300	506	5099	5947	8420	733	1719
YMR228W	XIII	724626	725651	+	1026	32	48	390	535	595	52	152
YMR032W	XIII	335298	337307	+	2010	48	103	560	783	1167	88	264
YMR013C-A	XIII	296471	296620	-	150	0	0	0	0	0	0	0
YMR001C-A	XIII	271347	271577	-	231	0	4	18	58	77	8	19
YMR031W-A	XIII	334709	335035	+	327	0	24	13	1	10	4	2
YMR153W	XIII	564435	565862	+	1428	22	161	1053	1188	1722	167	382
YMR056C	XIII	387315	388244	-	930	154	50	521	307	467	31	73
YMR282C	XIII	833356	835098	-	1743	66	106	561	660	936	102	254
YMR234W	XIII	740266	741312	+	1047	8	56	237	401	516	47	119
YMR323W	XIII	920088	921401	+	1314	18	28	75	22	60	6	2
YMR062C	XIII	395054	396379	-	1326	178	248	2132	1203	1990	194	449
YMR247W-A	XIII	769283	769426	+	144	0	0	15	18	25	0	0
YMR038C	XIII	347511	348260	-	750	234	235	1968	2987	4464	439	1231
YMR049C	XIII	368094	370517	-	2424	546	472	3337	5131	6810	686	1892
YMR272W-B	XIII	811089	811196	+	108	0	0	7	22	16	1	4
YMR147W	XIII	559199	559870	+	672	4	42	480	566	855	77	164
YML067C	XIII;XIII	139063;140184	140090;140214	-;-	1059	62	216	1721	2144	3039	302	764
tK(CUU)M	XIII	480621	480693	-	73	0	5	8	42	69	7	8
tR(UCU)M1	XIII	747892	747963	-	72	0	0	3	5	8	3	0
YML107C	XIII	55265	56269	-	1005	24	105	494	831	1038	95	274
snR54	XIII	163535	163620	-	86	21	107	435	615	797	77	198
YMR231W	XIII	733545	736634	+	3090	60	128	1180	1606	2285	211	470
YMR081C	XIII	430079	431095	-	1017	84	22	184	274	452	56	124
YML051W	XIII	171594	172901	+	1308	157	330	2641	3382	4815	618	1607
YMR314W	XIII	901709	902413	+	705	100	556	3578	3053	4532	316	1001
YMR113W	XIII	494999	496282	+	1284	88	124	775	783	1185	104	257
YML031C-A	XIII	214086	214421	-	336	0	0	3	3	3	0	0
YMR263W	XIII	794919	795524	+	606	20	18	221	338	506	25	91
YML034W	XIII;XIII	209525;211571	211444;212155	+;+	2505	76	98	725	1062	1409	129	368
YMR131C	XIII	533163	534698	-	1536	334	557	4028	5977	8639	763	2232
YMR310C	XIII	895716	896669	-	954	40	155	2047	1915	2995	256	767
YMR034C	XIII	339418	340722	-	1305	44	60	434	429	622	59	180
YML103C	XIII	62582	67549	-	4968	176	1048	6059	9842	12924	1405	3644
YMR306W	XIII	881159	886516	+	5358	72	62	903	1581	2224	154	410
YMR169C	XIII	599352	600872	-	1521	12	42	290	254	361	28	71
YMR186W	XIII	632355	634472	+	2118	12997	9068	63979	64954	90388	8504	21918
YML059C	XIII	153219	158258	-	5040	464	842	5690	10044	14264	1532	3928
YML086C	XIII	95791	97371	-	1581	494	654	4183	5108	7385	743	2015
YMR013C	XIII	295179	296738	-	1560	18	114	850	1413	1898	207	482
YMR127C	XIII	522329	523345	-	1017	67	43	446	648	852	77	184
YMR153C-A	XIII	565574	565909	-	336	0	3	25	35	72	1	10
YMR212C	XIII	690695	693043	-	2349	141	297	2906	4195	5869	692	1579
YMR296C	XIII	859215	860891	-	1677	417	843	7452	8618	13275	1079	3208
YMR101C	XIII	468445	469476	-	1032	2	84	129	107	140	10	18
YMR166C	XIII	593367	594473	-	1107	18	90	624	811	1180	85	321
YMR061W	XIII	392755	394788	+	2034	22	88	679	1279	1744	150	390
YMR288W	XIII	845571	848486	+	2916	86	114	979	1082	1580	216	423
YMR265C	XIII	796540	797925	-	1386	56	64	695	649	939	76	215
YML116W	XIII	38196	39824	+	1629	10	18	355	726	1032	122	326
YML130C	XIII	11483	13174	-	1692	429	948	5821	6421	8860	639	1656
YMR273C	XIII	811233	813980	-	2748	38	85	712	810	1184	86	259
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	10	92	709	1139	1422	199	440
YMR137C	XIII	542978	544963	-	1986	8	60	257	337	496	44	98
YMR013W-A	XIII	298311	298391	+	81	0	0	0	0	0	0	0
YML076C	XIII	112513	115347	-	2835	26	44	596	697	978	76	235
YMR082C	XIII	431769	432125	-	357	0	0	1	5	11	0	4
tR(UCU)M2	XIII	131825	131896	-	72	0	0	7	5	11	4	1
YMR022W	XIII	318680	319177	+	498	34	164	1261	1436	2140	139	515
YML062C	XIII	147505	148683	-	1179	12	10	122	247	349	18	78
YMR086C-A	XIII	442026	442364	-	339	5	20	53	86	116	18	30
YML035C	XIII	206428	208860	-	2433	362	435	3178	3607	5031	557	1487
YMR173W	XIII	608689	609981	+	1293	10	252	768	1051	1390	90	210
YMR194C-A	XIII	652912	653136	-	225	2	7	33	61	123	11	14
YMR093W	XIII	454015	455556	+	1542	160	540	3448	3630	5077	496	1466
YML036W	XIII;XIII	205642;206204	206097;206293	+;+	546	21	93	492	704	1074	96	206
YMR307W	XIII	887003	888682	+	1680	2834	6477	55192	74668	111928	10754	29998
YML116W-A	XIII	37472	37774	+	303	4	9	84	64	87	5	26
YMR021C	XIII	317165	318418	-	1254	16	132	620	695	974	89	196
YMR135C	XIII	538689	540056	-	1368	43	90	539	460	675	42	105
YMR121C	XIII	509734	510348	-	615	68	120	695	726	1035	36	184
YMR129W	XIII	527804	531817	+	4014	236	667	5060	5750	8096	916	2200
YML066C	XIII	140424	141533	-	1110	8	42	317	619	734	74	232
YMR045C	XIII	357359	362627	-	5269	36	312	2423	2847	3822	274	728
YMR050C	XIII	373057	378325	-	5269	3	32	194	261	371	22	35
YML045W	XIII	184461	189729	+	5269	0	0	14	20	17	1	3
YML040W	XIII	196628	197950	+	1323	0	0	0	0	0	0	0
YML045W-A	XIII	184461	185783	+	1323	0	0	0	0	0	0	0
YMR046C	XIII	361305	362627	-	1323	0	0	0	0	0	0	0
YMR051C	XIII	377003	378325	-	1323	0	0	0	0	0	0	0
YML039W	XIII	196628	201896	+	5269	0	2	8	9	2	0	1
YBR225W	II	670627	673329	+	2703	34	133	1092	711	1042	88	246
YBR182C-A	II	595361	595555	-	195	2	14	62	77	87	4	17
YBL055C	II	115573	116829	-	1257	118	187	1471	1390	1980	272	604
YBR293W	II	787006	788430	+	1425	174	275	2110	1335	1944	171	421
YBR223W-A	II	668721	668840	+	120	0	0	0	0	0	0	0
YBR115C	II	469748	473926	-	4179	292	551	3897	3243	4777	350	1009
YBR031W	II	300166	301254	+	1089	7733	5180	46599	60428	88351	8969	26379
YBL108C-A	II	7605	7733	-	129	0	0	2	0	1	0	0
YBR116C	II	474199	474726	-	528	1	0	13	8	9	0	3
YBR241C	II	702589	704055	-	1467	106	174	1835	1202	1719	122	370
YBR182C	II	593506	594864	-	1359	95	195	1287	971	1338	68	265
YBR134W	II	504243	504644	+	402	2	2	27	35	50	1	13
YBL037W	II	147209	150286	+	3078	88	152	1299	1536	2000	201	499
YBR019C	II	276253	278352	-	2100	38	118	784	885	1353	124	355
YBR022W	II	283738	284271	+	534	14	48	402	525	869	55	132
YBR121C-A	II	482326	482484	-	159	0	0	0	0	0	0	0
YBR119W	II;II	479338;479435	479345;480323	+;+	897	12	18	224	300	454	44	114
YBL022C	II	177874	181275	-	3402	707	724	5719	4650	6387	452	1319
snR161	II	307185	307345	-	161	304	628	4702	2431	3971	331	855
YBR243C	II	705447	706793	-	1347	212	376	2737	3180	4500	481	1081
YBR234C	II	685438	686592	-	1155	750	578	4404	3700	5240	552	1513
YBR179C	II	586547	589114	-	2568	46	190	1162	1140	1581	120	319
YBR247C	II	713004	714455	-	1452	64	84	673	788	1249	158	369
YBR124W	II	486507	486866	+	360	2	1	0	2	6	0	0
YBL086C	II	61202	62602	-	1401	34	78	397	373	570	32	100
YBL065W	II	99963	100307	+	345	0	0	3	3	4	0	0
YBR227C	II	673572	675134	-	1563	122	142	671	711	960	79	204
YBR218C	II	658707	662249	-	3543	1209	1082	8197	9153	13192	1229	3710
YBR244W	II	707528	708016	+	489	23	109	635	1002	1454	151	341
YBR160W	II	560078	560974	+	897	150	155	1560	1582	2282	167	429
YBL080C	II	73070	74695	-	1626	36	20	534	460	578	30	123
YBR083W	II	409169	410629	+	1461	52	194	1112	1660	2431	183	465
YBR294W	II	789235	791814	+	2580	38	133	1219	1191	1858	180	458
tI(AAU)B	II	197494	197567	+	74	0	0	0	0	0	0	0
YBR091C	II	427155	427484	-	330	14	72	481	624	798	91	189
YBR284W	II	771239	773632	+	2394	28	71	350	295	429	27	90
YBR158W	II	556549	558198	+	1650	620	959	6620	5826	8737	1189	3065
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	0	34	196	282	400	24	97
YBL071C	II	90223	90531	-	309	16	52	355	569	862	72	184
YBR126W-B	II	490927	491070	+	144	0	2	25	32	39	10	12
YBR229C	II	676357	679221	-	2865	210	633	4812	4286	6191	602	1773
YBR042C	II	320416	321609	-	1194	74	156	1062	1306	1769	150	464
YBR150C	II	541209	544493	-	3285	90	178	1005	928	1286	88	300
YBR298C	II	802631	804475	-	1845	72	56	549	403	636	84	223
YBR143C	II	530869	532182	-	1314	618	1015	6240	7495	10164	1249	3031
YBR014C	II	266725	267336	-	612	26	125	724	958	1377	86	275
tS(AGA)B	II	227075	227156	+	82	0	0	11	6	8	0	2
YBR259W	II	730387	732453	+	2067	68	144	733	766	1033	88	232
YBR060C	II	360652	362514	-	1863	40	152	1064	1191	1812	130	359
YBR180W	II	589741	591459	+	1719	16	25	219	285	462	42	102
YBL034C	II	153848	158389	-	4542	64	279	1544	1852	2643	228	529
YBR212W	II	647886	649904	+	2019	392	316	2510	1745	2448	286	569
YBR071W	II	380411	381046	+	636	90	200	1942	1007	1513	116	286
YBL074C	II	86722	87789	-	1068	22	66	313	374	569	50	107
YBL107C	II	9961	10551	-	591	2	0	94	65	109	6	23
YBR097W	II	436951	441315	+	4365	68	220	1190	1351	1776	155	505
YBR136W	II	505668	512774	+	7107	121	401	2430	2612	3705	373	970
YBR039W	II	315575	316510	+	936	414	671	5108	2813	3785	379	928
YBL089W	II	49574	50953	+	1380	30	232	1406	1745	2575	229	533
YBL067C	II	93639	95882	-	2244	82	158	1243	1661	2346	266	670
YBR270C	II	742761	744398	-	1638	24	68	414	369	471	32	124
YBR087W	II	423765	424829	+	1065	55	153	1021	1414	1736	149	373
YBR121C	II	481364	483367	-	2004	2077	1588	12797	13982	19719	2435	6021
YBR026C	II	292877	294019	-	1143	74	250	1468	1533	2131	173	488
YBR197C	II	615203	615856	-	654	41	49	620	697	1020	76	299
YBR027C	II	294024	294356	-	333	2	0	20	24	31	3	7
YBR177C	II	584807	586162	-	1356	630	721	4562	3665	5230	495	1343
YBR176W	II	583720	584658	+	939	52	50	539	574	879	60	215
YBR230W-A	II	680362	680562	+	201	10	13	112	84	156	9	20
YBR090C	II;II	426333;426874	426516;427058	-;-	369	0	0	23	29	40	7	6
YBL071C-B	II	89458	89556	-	99	1	0	13	12	19	1	4
YBR064W	II	367763	368191	+	429	0	0	2	5	3	0	1
YBR044C	II	324341	326059	-	1719	48	60	697	812	1103	88	256
YBL068W	II	92414	93394	+	981	160	170	1363	1928	2900	283	771
YBR216C	II	655576	657600	-	2025	161	319	1471	1338	1773	254	512
YBR271W	II	744852	746111	+	1260	119	68	811	1001	1436	125	360
YBR084W	II	411054	413981	+	2928	670	1239	10098	9551	13570	1469	4132
YBR065C	II	368584	369678	-	1095	65	124	827	680	940	69	188
YBR245C	II	708150	711539	-	3390	336	218	2222	2658	3600	340	829
YBR085W	II	415983	416906	+	924	24	12	238	379	556	63	143
YBR059C	II	356861	360187	-	3327	300	599	3863	3581	4986	404	1051
YBR068C	II	373861	375690	-	1830	692	1973	12344	19330	28255	2738	7024
YBR285W	II	773922	774356	+	435	0	4	12	38	39	4	10
YBR041W	II	318266	320275	+	2010	344	534	3398	3779	5167	543	1294
YBR252W	II	722611	723054	+	444	134	66	962	1435	2045	165	549
YBL082C	II	69751	71127	-	1377	265	230	1669	1518	2192	267	707
YBL002W	II	236492	236887	+	396	394	995	7328	12478	17744	1829	4545
YBL098W	II	39145	40527	+	1383	70	78	897	1008	1433	120	265
YBR117C	II	474392	476437	-	2046	79	121	899	703	968	66	207
YBR214W	II	651415	652998	+	1584	90	226	2192	962	1386	102	342
YBR169C	II	573915	575996	-	2082	762	680	5770	3485	4913	265	750
YBR207W	II	635146	636543	+	1398	346	300	2575	2554	3716	391	866
YBR155W	II	549771	550928	+	1158	122	100	785	898	1293	103	272
YBL106C	II	10847	13879	-	3033	78	116	955	1040	1541	165	382
YBR237W	II	691969	694518	+	2550	62	42	459	383	607	54	122
YBR193C	II	609082	609753	-	672	46	112	576	578	794	107	170
YBR149W	II	539987	541021	+	1035	461	631	3792	3119	4660	356	1066
YBR013C	II	265492	265881	-	390	0	0	0	0	0	0	0
YBL063W	II	101886	105221	+	3336	24	124	864	1146	1571	120	332
YBL029C-A	II	164488	164772	-	285	14	72	340	222	381	44	89
YBR147W	II	536575	537465	+	891	8	31	150	58	128	8	22
YBR246W	II	711591	712754	+	1164	208	328	2163	1907	2797	245	791
YBR002C	II	241708	242568	-	861	186	134	679	892	1186	126	357
YBR023C	II	284428	287925	-	3498	884	1316	10115	9026	13212	1392	3549
YBL088C	II	51019	59382	-	8364	114	446	2676	3363	4739	486	1379
YBL064C	II	100371	101156	-	786	364	594	4091	1925	2765	233	553
YBL007C	II	212632	216366	-	3735	1316	1106	9454	9416	13119	1218	3262
tL(UAA)B2	II	347603	347686	+	84	0	0	10	27	41	6	20
YBL093C	II	44256	44918	-	663	38	142	1275	1441	2075	129	348
YBL091C	II	47363	48628	-	1266	359	346	2512	2684	3989	313	836
YBR142W	II	528317	530638	+	2322	146	404	2277	2603	3868	351	891
YBR047W	II	331833	332360	+	528	2	16	86	153	181	16	48
YBR238C	II	695107	697302	-	2196	96	290	1833	2089	2799	342	979
YBR067C	II	372103	372735	-	633	1044	1429	12909	16449	23154	2429	7534
YBR010W	II	256331	256741	+	411	416	770	4885	7519	11245	912	2241
YBL054W	II	117589	119166	+	1578	132	287	1709	1753	2675	244	731
YBR209W	II	642583	642900	+	318	0	5	89	52	76	8	15
YBL060W	II	107932	109995	+	2064	36	148	708	744	1037	105	212
YBR089W	II	425183	425782	+	600	0	3	6	1	3	1	1
YBR025C	II	290681	291865	-	1185	2306	2508	17715	20117	28559	3329	9170
YBR040W	II	316968	317864	+	897	0	63	144	156	186	10	30
YBR230C	II;II	679549;680040	679942;680050	-;-	405	46	130	740	748	1056	88	275
YBL027W	II;II	168423;168809	168424;169376	+;+	570	5300	2697	16679	27416	39092	3941	10920
YBL100C	II	36989	37303	-	315	0	81	572	451	557	59	125
YBR261C	II	734832	735530	-	699	316	197	1395	1523	2183	207	546
YBR034C	II	304930	305976	-	1047	334	521	4211	4579	7206	699	1815
YBR101C	II	443821	444693	-	873	264	404	2644	2889	3850	258	795
YBL010C	II	206107	206949	-	843	24	12	254	276	363	26	100
YBR053C	II	339675	340751	-	1077	663	463	2895	1744	2439	220	556
YBL059C-A	II;II	110125;110506	110420;110539	-;-	330	30	46	343	481	724	42	143
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	8	12	113	150	218	27	85
YBL042C	II	138341	140260	-	1920	566	872	5999	6359	9922	1137	3039
YBL039C	II	143989	145728	-	1740	1136	861	6407	8598	12448	1292	3736
YBR217W	II	657832	658392	+	561	10	42	179	173	213	27	77
YBR200W-A	II	622983	623147	+	165	0	6	28	11	23	0	0
YBL003C	II	235394	235792	-	399	538	290	3073	5677	8492	657	1500
YBR069C	II	376574	378433	-	1860	573	1205	9295	11188	17066	1837	4785
YBR056W-A	II	351255	351455	+	201	2	0	9	8	13	0	6
YBR009C	II	255373	255684	-	312	656	478	3485	7688	11092	740	1937
YBL038W	II	146187	146885	+	699	92	184	1003	644	1043	58	150
YBR056C-B	II	351293	351451	-	159	0	0	0	0	0	0	0
YBR081C	II	401253	405251	-	3999	133	181	1186	1365	1847	172	492
YBR007C	II	248806	251016	-	2211	36	128	728	579	773	63	173
YBR146W	II	535260	536096	+	837	105	88	1148	1663	2201	230	483
YBR171W	II	578364	578984	+	621	106	160	1372	1511	2116	216	467
YBL028C	II	167518	167838	-	321	18	99	641	1185	1649	94	257
YBR135W	II	504854	505306	+	453	16	148	1186	1146	1901	121	416
YBR264C	II	737770	738369	-	600	36	68	392	476	761	41	157
YBR043C	II	321876	323945	-	2070	81	186	1509	1311	1992	212	557
YBL059W	II;II	110594;110949	110879;111244	+;+	582	14	58	325	344	509	31	78
YBR131W	II	497163	499277	+	2115	31	84	586	525	777	66	152
YBR233W-A	II	684977	685261	+	285	18	0	200	353	442	48	104
YBR092C	II	427698	429101	-	1404	1995	2148	16637	19660	30282	2340	6003
YBR126C	II	488905	490392	-	1488	1915	817	7063	4059	5945	437	1396
YBR057C	II	352193	353293	-	1101	22	64	441	696	891	73	160
YBR086C	II	420201	423041	-	2841	388	1157	9122	14536	20355	1973	5181
YBR174C	II	582338	582652	-	315	0	0	3	15	34	2	1
snR56	II	88190	88277	+	88	0	58	18	79	121	18	34
YBR281C	II	764970	767606	-	2637	114	416	2321	2249	3253	297	763
YBL103C	II	22076	23536	-	1461	28	83	562	551	735	82	154
tG(GCC)B	II	197629	197699	-	71	0	0	0	0	0	0	2
YBR159W	II	558685	559728	+	1044	328	533	3473	3334	4849	638	1472
YBR118W	II	477671	479047	+	1377	16556	9174	83862	74364	110719	11178	31595
YBL004W	II	227636	235117	+	7482	926	2601	15267	19710	27385	3668	9064
YBR163W	II	565723	567480	+	1758	38	228	934	1003	1349	136	355
YBL013W	II	202056	203261	+	1206	66	95	548	391	680	32	150
YBL112C	II	2582	2899	-	318	0	0	0	0	0	0	0
YBR231C	II	682179	683090	-	912	116	40	625	554	817	66	146
YBL066C	II	96669	100115	-	3447	122	280	2592	1851	2448	264	652
YBR008C	II	252563	254209	-	1647	121	180	1145	1040	1486	137	413
YBL015W	II	194122	195702	+	1581	370	165	2042	851	1088	150	333
YBR038W	II	311898	314789	+	2892	354	532	3244	3329	4529	523	1377
YBL018C	II;II	185998;186428	186352;186474	-;-	402	4	20	173	507	661	74	199
YBR253W	II	723270	723635	+	366	54	57	404	367	559	38	135
